,Release Date,Season,Episode,Episode Title,Name,Sentence,sentiment_score
6433,2012-05-27,Season 2,Episode 9,Blackwater,bronn,"Welcome, friends. This roundo s on me.",0.9996341466903687
6434,2012-05-27,Season 2,Episode 9,Blackwater,bronn,I don't think he likes me.,-0.9993598461151123
6435,2012-05-27,Season 2,Episode 9,Blackwater,sandor clegane,You think you're a hard man?,-0.958351194858551
6436,2012-05-27,Season 2,Episode 9,Blackwater,bronn,I know it.,0.9987695217132568
6437,2012-05-27,Season 2,Episode 9,Blackwater,bronn,It's warm in here. We've got beautiful women and good brown ale. Plenty for everyone. And all you want is to put one of us in the cold ground with no women to keep us company.,0.9991317391395569
6438,2012-05-27,Season 2,Episode 9,Blackwater,sandor clegane,"Oh, there's women in the ground. I put some there myself. So have you. You like fucking and drinking and singing. But killing, killing's the thing you love. You're just like me.",0.9987436532974243
6439,2012-05-27,Season 2,Episode 9,Blackwater,sandor clegane,Only smaller.,-0.9068636298179626
6440,2012-05-27,Season 2,Episode 9,Blackwater,bronn,And quicker. Eh?,0.8883273601531982
6441,2012-05-27,Season 2,Episode 9,Blackwater,sandor clegane,Your Lord Imp's going to miss you.,0.9993229508399963
6442,2012-05-27,Season 2,Episode 9,Blackwater,bronn,Aye I expect he will someday.,0.9715015292167664
6443,2012-05-27,Season 2,Episode 9,Blackwater,man,Here we are.,0.9993579387664795
6444,2012-05-27,Season 2,Episode 9,Blackwater,bronn,One more drink before the war? Shall we?,-0.8730286359786987
6445,2012-05-27,Season 2,Episode 9,Blackwater,lord varys,"I've always hated the bells. They ring for horror. A dead king, a city under siege.",-0.9739373922348022
6446,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,A wedding.,0.9991408586502075
6447,2012-05-27,Season 2,Episode 9,Blackwater,lord varys,"Exactly. Podrick, is that it?",-0.4982089102268219
6448,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"Is that it?"" Nice touch. As if you don't know the name of every boy in town.",0.9994115233421326
6449,2012-05-27,Season 2,Episode 9,Blackwater,lord varys,I'm not entirely sure what you're suggesting.,-0.9990248084068298
6450,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,I'm entirely sure you're entirely sure what I'm suggesting.,0.9989696145057678
6451,2012-05-27,Season 2,Episode 9,Blackwater,lord varys,Do you trust him?,0.7679898142814636
6452,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"Oddly enough, I do.",0.9613474011421204
6453,2012-05-27,Season 2,Episode 9,Blackwater,lord varys,Good.,0.9996315240859985
6454,2012-05-27,Season 2,Episode 9,Blackwater,lord varys,The map you asked for.,0.9574964046478271
6455,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,There must be twenty miles of tunnels beneath the city.,-0.9927955269813538
6456,2012-05-27,Season 2,Episode 9,Blackwater,lord varys,Closer to fifty. The Targaryens built this city to withstand a siege and to provide escape if necessary.,0.902640700340271
6457,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"I'm not escaping. Strange as it sounds, I'm the captain of the ship, and if the ship goes down, I go with her.",-0.9462884068489075
6458,2012-05-27,Season 2,Episode 9,Blackwater,lord varys,"That is good to hear. Though I'm sure many captains say the same while their ship is afloat. You look well suited for battle, my lord.",0.9994138479232788
6459,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"Well, I'm not.",-0.9979655146598816
6460,2012-05-27,Season 2,Episode 9,Blackwater,lord varys,"For all our sakes, I hope you are wrong. My little birds tell me that Stannis Baratheon has taken up with a red priestess from Asshai.",-0.9621421694755554
6461,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,What of it?,-0.9856836199760437
6462,2012-05-27,Season 2,Episode 9,Blackwater,lord varys,"You don't believe in the old powers, my lord?",-0.9889845848083496
6463,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"Blood spells, curses, shape-shifting. What do you think?",-0.8773680329322815
6464,2012-05-27,Season 2,Episode 9,Blackwater,lord varys,I think you believe in what you see and in what those you trust have seen. You probably don't entirely trust me.,-0.8348372578620911
6465,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"Mmm, don't take it personally. I don't entirely trust myself.",-0.9985591173171997
6466,2012-05-27,Season 2,Episode 9,Blackwater,lord varys,"And yet I have seen things and heard things, things you have not, things I wish I had not. I don't believe I've ever told you how I was cut.",-0.9640682339668274
6467,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"No, I don't believe you have.",-0.9963051080703735
6468,2012-05-27,Season 2,Episode 9,Blackwater,lord varys,"One day, I will. The dark arts have provided Lord Stannis with his armies and paved his path to our door. For a man in service to such powers to sit on the Iron Throne, I can think of nothing worse. And tonight, I believe you are the only man who can stop him.",0.9902376532554626
6469,2012-05-27,Season 2,Episode 9,Blackwater,matthos,They're welcoming the new king.,0.9996439218521118
6470,2012-05-27,Season 2,Episode 9,Blackwater,davos seaworth,I've never known bells to mean surrender. They want to play music with us? Let's play. Drums.,-0.9134307503700256
6471,2012-05-27,Season 2,Episode 9,Blackwater,matthos,Drums!,0.9922077655792236
6472,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"Remember, wait till the ships-",-0.9883971214294434
6473,2012-05-27,Season 2,Episode 9,Blackwater,bronn,The ships are in the bay.,0.9774236679077148
6474,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,They must be far enough in-,0.8988198041915894
6475,2012-05-27,Season 2,Episode 9,Blackwater,bronn,"I know what ""in"" means. Do you know how to use that?",-0.9888883829116821
6476,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"I chopped wood once. No, I watched my brother chopping wood.",-0.9945707321166992
6477,2012-05-27,Season 2,Episode 9,Blackwater,bronn,I saw you kill a man with a shield. You'll be unstoppable with an ax.,-0.7557852864265442
6478,2012-05-27,Season 2,Episode 9,Blackwater,bronn,Don't get killed.,0.9955415725708008
6479,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"Nor you, my friend.",-0.9556777477264404
6480,2012-05-27,Season 2,Episode 9,Blackwater,bronn,"Oh, are we friends now?",0.9978327751159668
6481,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,Of course we are. Just because I pay you for your services doesn't diminish our friendship.,0.9826561212539673
6482,2012-05-27,Season 2,Episode 9,Blackwater,bronn,"Enhances it, really.",0.9997429847717285
6483,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"Oh! ""Enhances."" Fancy word for a sellsword.",0.9995320439338684
6484,2012-05-27,Season 2,Episode 9,Blackwater,bronn,Been spending time with fancy folks.,0.9922512173652649
6485,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,Lady Sansa and Sheila.,-0.9706634879112244
6486,2012-05-27,Season 2,Episode 9,Blackwater,shae,Shae.,-0.9658916592597961
6487,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"Shae, yes. Surely my sister has asked you to join the other highborn ladies in Maegor's holdfast.",0.917563796043396
6488,2012-05-27,Season 2,Episode 9,Blackwater,sansa stark,"She has, my lord, but King Joffrey sent for me to see him off.",-0.9139293432235718
6489,2012-05-27,Season 2,Episode 9,Blackwater,joffrey baratheon,Sansa.,-0.9990012645721436
6490,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"Always been a great romantic, my nephew.",0.9996866583824158
6491,2012-05-27,Season 2,Episode 9,Blackwater,joffrey baratheon,"Sansa, come here.",-0.9904060959815979
6492,2012-05-27,Season 2,Episode 9,Blackwater,sansa stark,"I will pray for your safe return, my lord.",0.5619629621505737
6493,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,Will you?,0.9767966866493225
6494,2012-05-27,Season 2,Episode 9,Blackwater,sansa stark,Just as I pray for the king's.,-0.6984433531761169
6495,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"Stay safe, my lady.",0.9929785132408142
6496,2012-05-27,Season 2,Episode 9,Blackwater,shae,"And you, my lion.",0.9995354413986206
6497,2012-05-27,Season 2,Episode 9,Blackwater,joffrey baratheon,Your king rides forth to battle. You should see him off with a kiss.,0.9965072870254517
6498,2012-05-27,Season 2,Episode 9,Blackwater,joffrey baratheon,"My new blade. Hearteater, I've named it. Kiss it.",0.9994427561759949
6499,2012-05-27,Season 2,Episode 9,Blackwater,joffrey baratheon,You'll kiss it again when I return and taste my uncle's blood.,0.9991365671157837
6500,2012-05-27,Season 2,Episode 9,Blackwater,sansa stark,Will you slay him yourself?,-0.9890111684799194
6501,2012-05-27,Season 2,Episode 9,Blackwater,joffrey baratheon,If Stannis is fool enough to come near me.,-0.9756449460983276
6502,2012-05-27,Season 2,Episode 9,Blackwater,sansa stark,So you'll be outside the gates fighting in the vanguard?,-0.9770078063011169
6503,2012-05-27,Season 2,Episode 9,Blackwater,joffrey baratheon,A king doesn't discuss battle plans with stupid girls.,-0.7347310781478882
6504,2012-05-27,Season 2,Episode 9,Blackwater,sansa stark,"I'm sorry, Your Grace. You're right, I'm stupid. Of course you'll be in the vanguard. They say my brother Robb always goes where the fighting is thickest. And he is only a pretender.",0.18546178936958313
6505,2012-05-27,Season 2,Episode 9,Blackwater,joffrey baratheon,"Your brother's turn will come. Then you can lick his blood off Hearteater, too.",0.9195420145988464
6506,2012-05-27,Season 2,Episode 9,Blackwater,shae,Some of those boys will never come back.,-0.9945175647735596
6507,2012-05-27,Season 2,Episode 9,Blackwater,sansa stark,Joffrey will. The worst ones always live.,-0.9955762028694153
6508,2012-05-27,Season 2,Episode 9,Blackwater,shae,"Shh. Come, my lady.",0.2716500461101532
6509,2012-05-27,Season 2,Episode 9,Blackwater,lancel lannister,Where's our fleet?,-0.9895128607749939
6510,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,On the way.,0.9974556565284729
6511,2012-05-27,Season 2,Episode 9,Blackwater,joffrey baratheon,Why isn't it here now? They're coming.,0.9311128258705139
6512,2012-05-27,Season 2,Episode 9,Blackwater,joffrey baratheon,"Hound, tell the Hand that his king has asked him a question.",-0.9193413257598877
6513,2012-05-27,Season 2,Episode 9,Blackwater,sandor clegane,The king has asked you a question.,0.9868217706680298
6514,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"Ser Lancel, tell the Hound to tell the king that the Hand is extremely busy.",-0.9905350208282471
6515,2012-05-27,Season 2,Episode 9,Blackwater,lancel lannister,The Hand of the King would like me to tell you to tell the king-,0.9958764314651489
6516,2012-05-27,Season 2,Episode 9,Blackwater,joffrey baratheon,"If I tell the Hound to cut you in half, he'll do it without a second thought.",-0.9865114688873291
6517,2012-05-27,Season 2,Episode 9,Blackwater,tyrion lannister,"That would make me the quarterman. It just doesn't have the same ring to it. Cut me in half and I won't be able to give the signal. No signal, no plan. No plan and Stannis Baratheon sacks this city, takes the Iron Throne, puts your pinched little head atop a gate somewhere. It might be quite amusing, except that my head would be up there, too. I've never much liked my head, but I don't want to see it removed just yet.",-0.9959821105003357
6518,2012-05-27,Season 2,Episode 9,Blackwater,davos seaworth,Where are their ships?,-0.9963842630386353
6519,2012-05-27,Season 2,Episode 9,Blackwater,matthos,It was wise to attack at night. We took them by surprise.,0.9575899839401245
6520,2012-05-27,Season 2,Episode 9,Blackwater,davos seaworth,Lord Varys knows what you had for breakfast three days ago. There are no surprises here.,-0.9936113357543945
6521,2012-05-27,Season 2,Episode 9,Blackwater,matthos,"If it's true there is dissension in their ranks, maybe their sailors have mutinied.",-0.9963067770004272
6522,2012-05-27,Season 2,Episode 9,Blackwater,davos seaworth,Maybe.,-0.87132328748703
6523,2012-05-27,Season 2,Episode 9,Blackwater,sansa stark,I don't know why she wants me here. She's always saying how stupid I am. She hates me.,-0.9987514615058899
6524,2012-05-27,Season 2,Episode 9,Blackwater,shae,Maybe she hates you less than she hates everyone else.,-0.990369439125061
6525,2012-05-27,Season 2,Episode 9,Blackwater,sansa stark,I doubt it.,-0.9981961250305176
6526,2012-05-27,Season 2,Episode 9,Blackwater,shae,Maybe she's jealous of you.,-0.952977180480957
6527,2012-05-27,Season 2,Episode 9,Blackwater,sansa stark,Why would she be jealous?,-0.9887356162071228
6528,2012-05-27,Season 2,Episode 9,Blackwater,cersei lannister,Sansa.,-0.9990012645721436
6529,2012-05-27,Season 2,Episode 9,Blackwater,cersei lannister,"I was wondering where our little dove had flown. You look pale, child. Is your red flower still blooming?",-0.979512095451355
6530,2012-05-27,Season 2,Episode 9,Blackwater,sansa stark,Yes.,0.9996124505996704
6531,2012-05-27,Season 2,Episode 9,Blackwater,cersei lannister,"Fitting, isn't it? The men will bleed out there and you will bleed in here. Pour Lady Sansa some wine.",-0.8868415355682373
6532,2012-05-27,Season 2,Episode 9,Blackwater,shae,"I'm not thirsty, Your Grace.",0.9988769292831421
6533,2012-05-27,Season 2,Episode 9,Blackwater,cersei lannister,So? I didn't offer you water.,-0.9959355592727661
6534,2012-05-27,Season 2,Episode 9,Blackwater,sansa stark,What's he doing here?,-0.9857250452041626
6535,2012-05-27,Season 2,Episode 9,Blackwater,cersei lannister,"Ser llyn? He's here to defend us. When the axes smash down those doors, you may be glad to have him.",0.9973958134651184
